Unavngivet regneark - Ark1(1)
title;description;artist;culture;teaserText;url;image;regularImage;largeImage;date;medium;accessionNumber;galleryInformation
Stirrup;;;Mongolian or Tibetan;<p>Date: 16th–17th century<br/>Accession Number: 2007.181</p>;"/art/collection/search/35172?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=285";https://images.metmuseum.org/CRDImages/aa/mobile-large/DP148478.jpg;aa/web-additional/DP148478.jpg;aa/web-large/DP148478.jpg;16th–17th century;Iron, gold, silver;2010.01.00;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2Mjk1ODE0LDQwLjc4MDAwMTE1QGxtQDQ3MjQ3NzM2ODM3Ng==' target='_blank'>Gallery 378</a>
Knife Handle (Kozuka);Inscribed by Gotō Renjō (Mitsutomo) (Japanese, 1628–1708, tenth-generation Gotō master);Gotō Renjō (Mitsutomo);Japanese;<p>Inscribed by Gotō Renjō (Mitsutomo) (Japanese, 1628–1708, tenth-generation Gotō master) </p><p>Date: 17th century<br/>Accession Number: 45.24.10</p>;"/art/collection/search/24751?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=286";https://images.metmuseum.org/CRDImages/aa/mobile-large/LC-45_24_10-001.jpg;aa/web-additional/LC-45_24_10-001.jpg;aa/web-large/LC-45_24_10-001.jpg;17th century;Copper-gold alloy (shakudō), gold, silver;45.24.10;Not on view
Helmet (<i>Kawari-kabuto</i>) in the Korean Style;;;Japanese;<p>Date: 18th century<br/>Accession Number: 2018.833.11a–d</p>;"/art/collection/search/27587?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=287";https://images.metmuseum.org/CRDImages/aa/mobile-large/LC-L_2004_41_7a_d-010.jpg;aa/web-additional/LC-L_2004_41_7a_d-010.jpg;aa/web-large/LC-L_2004_41_7a_d-010.jpg;18th century;Iron, lacquer, copper, silver, gold;2018.833.11a–d;Not on view
Hat box with stylized chi dragons;;;China;<p>Date: 18th century<br/>Accession Number: 2015.500.1.80a, b</p>;"/art/collection/search/39697?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=288";https://images.metmuseum.org/CRDImages/as/mobile-large/DP704180.jpg;as/web-additional/DP704180.jpg;as/web-large/DP704180.jpg;18th century;Polychrome lacquer with filled-in and engraved gold decoration;2015.500.1.80a, b;Not on view
"Folio from a Mu&#39;nis al-ahrar fi daqa&#39;iq al-ash&#39;ar (The Free Man&#39;s Companion to the Subtleties of Poems) of Jajarmi";Muhammad ibn Badr al-Din Jajarmi (Iranian, active 1340s);Muhammad ibn Badr al-Din Jajarmi;;<p>Muhammad ibn Badr al-Din Jajarmi (Iranian, active 1340s) </p><p>Date: dated 741 AH/1340–41 CE<br/>Accession Number: 19.68.1</p>;"/art/collection/search/447071?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=289";https://images.metmuseum.org/CRDImages/is/mobile-large/DP241048.jpg;is/web-additional/DP241048.jpg;is/web-large/DP241048.jpg;dated 741 AH/1340–41 CE;Ink, opaque watercolor, and gold on paper;20.08.01;Not on view
The Coronation of the Virgin, and Saints;Giovanni di Tano Fei (Italian, Florentine, active 1384–1405);Giovanni di Tano Fei;;<p>Giovanni di Tano Fei (Italian, Florentine, active 1384–1405) </p><p>Date: 1394<br/>Accession Number: 50.229.2</p>;"/art/collection/search/436299?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=290";https://images.metmuseum.org/CRDImages/ep/mobile-large/DP293271.jpg;ep/web-additional/DP293271.jpg;ep/web-large/DP293271.jpg;1394;Tempera on wood, gold ground;53.49.02;Not on view
Ornamental Plaque;Accession Number: SL.1.2017.24.5;;China;<p>Accession Number: SL.1.2017.24.5</p>;"/art/collection/search/640877?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=291";https://images.metmuseum.org/CRDImages/as/mobile-large/LC-SL_1_2017_24_5_001.jpg;as/web-additional/LC-SL_1_2017_24_5_001.jpg;as/web-large/LC-SL_1_2017_24_5_001.jpg;;Gold inlaid with agate, turquoise, and mother-of-pearl;SL.1.2017.24.5;Not on view
War Hat (<i>Jingasa</i>);;;Japanese;<p>Date: late 18th–early 19th century<br/>Accession Number: 2018.833.15</p>;"/art/collection/search/27593?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=292";https://images.metmuseum.org/CRDImages/aa/mobile-large/Morris\LC-L_2004_41_13-002.JPG;aa/web-additional/Morris\LC-L_2004_41_13-002.JPG;aa/web-large/Morris\LC-L_2004_41_13-002.JPG;late 18th–early 19th century;Wood, copper, lacquer, iron, gold, hemp;2031.53.15;Not on view
Blade and Mounting for a Short Sword (<i>Wakizashi</i>);Blade inscribed by Kawachino Kamifujiwara Rai[...] (Japanese, active 18th century);Kawachino Kamifujiwara Rai[...];Japanese;"<p>Blade inscribed by Kawachino Kamifujiwara Rai[...] (Japanese, active 18th century) </p><p>Date: blade, 18th century; mounting, 18th–early 19th century<br/>Accession Number: 2018.833.18a–h</p>";"/art/collection/search/27613?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=293";https://images.metmuseum.org/CRDImages/aa/mobile-large/LC-L_2004_41_32-008.jpg;aa/web-additional/LC-L_2004_41_32-008.jpg;aa/web-large/LC-L_2004_41_32-008.jpg;"blade, 18th century; mounting, 18th–early 19th century";Steel, wood, lacquer, gold, abalone shell, iron, silver, copper-gold alloy (<i>shakudō</i>), copper, silk;2018.833.18a–h;Not on view
Ojime: Ceramic bead with design of dragon in gold and enamel;;;Japan;<p>Date: 18th century<br/>Accession Number: 38.25.126.1</p>;"/art/collection/search/63324?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=294";/content/img/placeholders/NoImageAvailableIcon.png;/content/img/placeholders/NoImageAvailableIcon.png;/content/img/placeholders/noimage534x534.png;18th century;Faience, covered with cream colored glaze, crackled and decorated with gold and enamels (Satsuma ware);38.25.126.1;Not on view
“Devadatta,” Chapter 12 of the Lotus Sutra (Hoke-kyō, Daibadatta-bon);;;Japan;<p>Date: 12th century<br/>Accession Number: 65.216.1</p>;"/art/collection/search/44851?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=295";https://images.metmuseum.org/CRDImages/as/mobile-large/DT5210.jpg;as/web-additional/DT5210.jpg;as/web-large/DT5210.jpg;12th century;"Handscroll; gold and silver on indigo-dyed paper";68.36.01;Not on view
Wine Container (Zhong) with Interlacing Dragons;Accession Number: SL.1.2017.20.3a, b;;China;<p>Accession Number: SL.1.2017.20.3a, b</p>;"/art/collection/search/640888?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=296";https://images.metmuseum.org/CRDImages/as/mobile-large/LC-SL_1_2017_20_3ab_001.jpg;as/web-additional/LC-SL_1_2017_20_3ab_001.jpg;as/web-large/LC-SL_1_2017_20_3ab_001.jpg;;Bronze with silver and gold parcel gilding;SL.1.2017.20.3a, b;Not on view
Rolltop desk;David Roentgen (German, Herrnhaag 1743–1807 Wiesbaden, master 1780);David Roentgen;German, Neuwied am Rhein;<p>David Roentgen (German, Herrnhaag 1743–1807 Wiesbaden, master 1780) </p><p>Date: ca. 1776–79<br/>Accession Number: 41.82</p>;"/art/collection/search/198715?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=297";https://images.metmuseum.org/CRDImages/es/mobile-large/DP106652.jpg;es/web-additional/DP106652.jpg;es/web-large/DP106652.jpg;ca. 1776–79;"Oak, cherry, pine, mahogany, veneered with maple, burl woods, holly, hornbeam (all partially stained), tulipwood, mahogany, and other woods; mother-of-pearl; partially gilded and tooled leather; gilt bronze, iron, steel, brass, partially gold-lacquered brass";42.22.00;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2NDI4MzQ0LDQwLjc3OTA2MTg3QGxtQDY1NTA0NDQxNzQ4NQ==' target='_blank'>Gallery 553</a>
Dinar of Tughril (r. 1040–63);;;;<p>Date: dated 444 AH/1052–53 CE<br/>Accession Number: 39.40.127.513</p>;"/art/collection/search/457583?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=298";https://images.metmuseum.org/CRDImages/is/mobile-large/DP368492.jpg;is/web-additional/DP368492.jpg;is/web-large/DP368492.jpg;dated 444 AH/1052–53 CE;Gold;39.40.127.513;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzYyNzk5LDQwLjc3ODMzOTEyQGxtQDYyMzEwNzUzMzQxMg==' target='_blank'>Gallery 453</a>
Closed Burgonet;;;Italian;<p>Date: ca. 1560<br/>Accession Number: 29.152.2</p>;"/art/collection/search/26442?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=299";https://images.metmuseum.org/CRDImages/aa/mobile-large/DP22381.jpg;aa/web-additional/DP22381.jpg;aa/web-large/DP22381.jpg;ca. 1560;Steel, gold;31.32.02;Not on view
Pair of Stirrups (清 鉄鑊金馬鐙一副);;;Chinese;<p>Date: probably 17th century<br/>Accession Number: 1985.331a, b</p>;"/art/collection/search/27188?&what=Gold&ft=Dragon&offset=200&rpp=100&amp;pos=300";https://images.metmuseum.org/CRDImages/aa/mobile-large/DP-844-001.jpg;aa/web-additional/DP-844-001.jpg;aa/web-large/DP-844-001.jpg;probably 17th century;Iron, gold;1985.331a, b;Not on view
convertcsv(3);;;;;;;;;;;;
title;description;artist;culture;teaserText;url;image;regularImage;largeImage;date;medium;accessionNumber;galleryInformation
Variation of a Haruta School-type Helmet Bowl;;;Japanese;<p>Date: 18th century<br/>Accession Number: 2018.833.13</p>;"/art/collection/search/27589?&what=Gold&ft=Dragon&offset=300&rpp=100&amp;pos=301";https://images.metmuseum.org/CRDImages/aa/mobile-large/Morris\LC-L_2004_41_9-002.JPG;aa/web-additional/Morris\LC-L_2004_41_9-002.JPG;aa/web-large/Morris\LC-L_2004_41_9-002.JPG;18th century;Iron, gold, silver, copper, silk;2031.53.13;Not on view
Shahnama (Book of Kings) of Firdausi;Shah Muhammad of Sabzavar;Shah Muhammad of Sabzavar;;<p>Shah Muhammad of Sabzavar</p><p>Date: 17th century<br/>Accession Number: 13.228.11</p>;"/art/collection/search/446546?&what=Gold&ft=Dragon&offset=300&rpp=100&amp;pos=302";https://images.metmuseum.org/CRDImages/is/mobile-large/DP215296.jpg;is/web-additional/DP215296.jpg;is/web-large/DP215296.jpg;17th century;Ink, opaque watercolor, and gold on paper;16.48.11;Not on view
"Folio from a Mu&#39;nis al-ahrar fi daqa&#39;iq al-ash&#39;ar (The Free Man&#39;s Companion to the Subtleties of Poems) of Jajarmi";Muhammad ibn Badr al-Din Jajarmi (Iranian, active 1340s);Muhammad ibn Badr al-Din Jajarmi;;<p>Muhammad ibn Badr al-Din Jajarmi (Iranian, active 1340s) </p><p>Date: dated 741 AH/1341 CE<br/>Accession Number: 57.51.25</p>;"/art/collection/search/451404?&what=Gold&ft=Dragon&offset=300&rpp=100&amp;pos=303";https://images.metmuseum.org/CRDImages/is/mobile-large/DP231962.jpg;is/web-additional/DP231962.jpg;is/web-large/DP231962.jpg;dated 741 AH/1341 CE;Ink, opaque watercolor, and gold on paper;57.51.25;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzYyNzk5LDQwLjc3ODMzOTEyQGxtQDYyMzEwNzUzMzQxMg==' target='_blank'>Gallery 453</a>
Crozier with Lamb of God;;;North Italian;<p>Date: ca. 1360–1400<br/>Accession Number: 53.63.4</p>;"/art/collection/search/471458?&what=Gold&ft=Dragon&offset=300&rpp=100&amp;pos=304";https://images.metmuseum.org/CRDImages/cl/mobile-large/cdi53-63-4d1.jpg;cl/web-additional/cdi53-63-4d1.jpg;cl/web-large/cdi53-63-4d1.jpg;ca. 1360–1400;Bone with paint and gold;54.03.04;On view at The Met Cloisters in <a href='https://maps.metmuseum.org' target='_blank'>Gallery 14</a>
Sword with Scabbard;;;"Grip and guard, Turkish, Ottoman; blade, European";"<p>Date: Grip and guard, late 17th century; blade, 17th century<br/>Accession Number: 36.25.1333a, b</p>";"/art/collection/search/24323?&what=Gold&ft=Dragon&offset=300&rpp=100&amp;pos=305";https://images.metmuseum.org/CRDImages/aa/mobile-large/DP160622.jpg;aa/web-additional/DP160622.jpg;aa/web-large/DP160622.jpg;"Grip and guard, late 17th century; blade, 17th century";Steel, silver, gold, copper-silver alloy (niello), lapis lazuli, wood, leather;36.25.1333a, b;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2Mjg4ODgzLDQwLjc4MDA5NjIxQGxtQDc2NDMyNDgyODg4Ng==' target='_blank'>Gallery 379</a>
Swords with Scabbard Mounts;;;Chinese;<p>Date: ca. 600<br/>Accession Number: 30.65.1, .2</p>;"/art/collection/search/684270?&what=Gold&ft=Dragon&offset=300&rpp=100&amp;pos=306";https://images.metmuseum.org/CRDImages/aa/mobile-large/DT304541.jpg;aa/web-additional/DT304541.jpg;aa/web-large/DT304541.jpg;ca. 600;Iron, bronze, gold, silver, wood;30.65.1, .2;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzA0MzgzLDQwLjc3OTg4MzY0QGxtQDE3MjYzNTMzNTY4Ng==' target='_blank'>Gallery 377</a>
Taira no Tsunemasa Playing the Biwa at Tsukubusuma Shrine;Suzuki Shuitsu (Japanese, 1823–1889);Suzuki Shuitsu;Japan;<p>Suzuki Shuitsu (Japanese, 1823–1889) </p><p>Date: second half of the19th century<br/>Accession Number: SL.16.2014.1.13</p>;"/art/collection/search/78487?&what=Gold&ft=Dragon&offset=300&rpp=100&amp;pos=307";https://images.metmuseum.org/CRDImages/as/mobile-large/13 F92.11_edt.jpg;as/web-additional/13 F92.11_edt.jpg;as/web-large/13 F92.11_edt.jpg;second half of the19th century;"Two-panel folding screen; ink, color, and gold on silk";SL.16.2014.1.13;Not on view
Compote;David Andersen (Norwegian, 1843–1901) , or;David Andersen;Norwegian, Oslo;<p>David Andersen (Norwegian, 1843–1901) , or</p><p>Date: ca. 1900<br/>Accession Number: 2021.7.1</p>;"/art/collection/search/751986?&what=Gold&ft=Dragon&offset=300&rpp=100&amp;pos=308";https://images.metmuseum.org/CRDImages/es/mobile-large/DP-22473-059.jpg;es/web-additional/DP-22473-059.jpg;es/web-large/DP-22473-059.jpg;ca. 1900;Silver, gold wire, enamel, amethyst, moonstone2;2021.07.01;Not on view
Right Half of a Cantle Plate from a Saddle;;;Tibetan or Chinese;<p>Date: 16th–18th century<br/>Accession Number: 2008.122</p>;"/art/collection/search/35632?&what=Gold&ft=Dragon&offset=300&rpp=100&amp;pos=309";https://images.metmuseum.org/CRDImages/aa/mobile-large/DP286129.jpg;aa/web-additional/DP286129.jpg;aa/web-large/DP286129.jpg;16th–18th century;Iron, gold, silver;2010.02.00;Not on view
Guanyin and the sixteen luohans;Unidentified artist;Unidentified artist;China;<p>Unidentified artist</p><p>Date: 16th–17th century<br/>Accession Number: 13.100.123</p>;"/art/collection/search/36008?&what=Gold&ft=Dragon&offset=300&rpp=100&amp;pos=310";https://images.metmuseum.org/CRDImages/as/mobile-large/DP153527.jpg;as/web-additional/DP153527.jpg;as/web-large/DP153527.jpg;16th–17th century;"Round fan mounted as an album leaf; ink, color, and gold on silk";14.42.03;Not on view
Pair of Stirrups;;;Tibetan;<p>Date: 16th–18th century<br/>Accession Number: 1997.214.2a, b</p>;"/art/collection/search/26657?&what=Gold&ft=Dragon&offset=300&rpp=100&amp;pos=311";https://images.metmuseum.org/CRDImages/aa/mobile-large/DP113276.jpg;aa/web-additional/DP113276.jpg;aa/web-large/DP113276.jpg;16th–18th century;Iron, gold, silver;1997.214.2a, b;Not on view
George III pattern sovereign with St. George reverse;Benedetto Pistrucci (Italian, 1783–1855, active England);Benedetto Pistrucci;British, London;<p>Benedetto Pistrucci (Italian, 1783–1855, active England) </p><p>Date: 1820<br/>Accession Number: 2000.224.5</p>;"/art/collection/search/210241?&what=Gold&ft=Dragon&offset=300&rpp=100&amp;pos=312";https://images.metmuseum.org/CRDImages/es/mobile-large/DP100377.jpg;es/web-additional/DP100377.jpg;es/web-large/DP100377.jpg;1820;Gold;2003.44.05;Not on view
George III pattern sovereign with St. George reverse;Medalist: Benedetto Pistrucci (Italian, 1783–1855, active England);Benedetto Pistrucci;British, London;<p>Medalist: Benedetto Pistrucci (Italian, 1783–1855, active England) </p><p>Date: 1817<br/>Accession Number: 2000.224.4</p>;"/art/collection/search/210240?&what=Gold&ft=Dragon&offset=300&rpp=100&amp;pos=313";https://images.metmuseum.org/CRDImages/es/mobile-large/DP100376.jpg;es/web-additional/DP100376.jpg;es/web-large/DP100376.jpg;1817;Gold;2003.44.04;Not on view
View of Lake Tai;Wen Zhengming (Chinese, 1470–1559);Wen Zhengming;China;<p>Wen Zhengming (Chinese, 1470–1559) </p><p>Date: dated 1543<br/>Accession Number: 1982.7.1</p>;"/art/collection/search/45779?&what=Gold&ft=Dragon&offset=300&rpp=100&amp;pos=314";https://images.metmuseum.org/CRDImages/as/mobile-large/DP153574.jpg;as/web-additional/DP153574.jpg;as/web-large/DP153574.jpg;dated 1543;"Folding fan mounted as an album leaf; ink and color on gold-flecked paper";1982.07.01;Not on view
Prologue to the Book of Jonah, from the Winchester Bible;;;British;<p>Date: ca. 1150–80<br/>Accession Number: SL.34.2014.2.4</p>;"/art/collection/search/656774?&what=Gold&ft=Dragon&offset=300&rpp=100&amp;pos=315";https://images.metmuseum.org/CRDImages/md/mobile-large/SL-34-2014-2-2-204.jpg;md/web-additional/SL-34-2014-2-2-204.jpg;md/web-large/SL-34-2014-2-2-204.jpg;ca. 1150–80;Tempera and gold leaf on parchment;SL.34.2014.2.4;Not on view
The Tale of Genji Album (Genji monogatari gajō);Tosa Mitsunobu (Japanese, active ca. 1462–1525);Tosa Mitsunobu;Japan;<p>Tosa Mitsunobu (Japanese, active ca. 1462–1525) </p><p>Date: 1510<br/>Accession Number: SL.7.2019.3.4a–h</p>;"/art/collection/search/720667?&what=Gold&ft=Dragon&offset=300&rpp=100&amp;pos=316";https://images.metmuseum.org/CRDImages/as/mobile-large/SL_7_2019_3_4ah_001.jpg;as/web-additional/SL_7_2019_3_4ah_001.jpg;as/web-large/SL_7_2019_3_4ah_001.jpg;1510;"Album of fifty-four paired paintings and calligraphic texts; ink, color, and gold on paper";SL.7.2019.3.4a–h;Not on view
Shahnama (Book of Kings) of Firdausi;"Abu&#39;l Qasim Firdausi (Iranian, Paj ca. 940/41–1020 Tus)";Abu'l Qasim Firdausi;;"<p>Abu&#39;l Qasim Firdausi (Iranian, Paj ca. 940/41–1020 Tus) </p><p>Date: 1602 (text); 19th century (paintings, illumination, binding)<br/>Accession Number: 13.228.22</p>";"/art/collection/search/446556?&what=Gold&ft=Dragon&offset=300&rpp=100&amp;pos=317";https://images.metmuseum.org/CRDImages/is/mobile-large/sf13-228-22-64r.jpg;is/web-additional/sf13-228-22-64r.jpg;is/web-large/sf13-228-22-64r.jpg;"1602 (text); 19th century (paintings, illumination, binding)";Ink, opaque watercolor, silver, and gold on paper;16.48.22;Not on view
Saint Dominic;Carlo Crivelli (Italian, Venice (?), active by 1457–died 1494/95 Ascoli Piceno);Carlo Crivelli;;<p>Carlo Crivelli (Italian, Venice (?), active by 1457–died 1494/95 Ascoli Piceno) </p><p>Date: 1472<br/>Accession Number: 05.41.1</p>;"/art/collection/search/436054?&what=Gold&ft=Dragon&offset=300&rpp=100&amp;pos=318";https://images.metmuseum.org/CRDImages/ep/mobile-large/DT354152.jpg;ep/web-additional/DT354152.jpg;ep/web-large/DT354152.jpg;1472;Tempera on wood, gold ground;05.41.01;Not on view
"""Amr has the Infidels Thrown into the Sea"", Folio from a Khavarannama (The Book of the East) of ibn Husam al-Din";Maulana Muhammad Ibn Husam ad Din (Iranian, died 1470);Maulana Muhammad Ibn Husam ad Din;;<p>Maulana Muhammad Ibn Husam ad Din (Iranian, died 1470) </p><p>Date: ca. 1476–86<br/>Accession Number: 55.125.1</p>;"/art/collection/search/451324?&what=Gold&ft=Dragon&offset=300&rpp=100&amp;pos=319";https://images.metmuseum.org/CRDImages/is/mobile-large/DP159397.jpg;is/web-additional/DP159397.jpg;is/web-large/DP159397.jpg;ca. 1476–86;Ink, opaque watercolor, and gold on paper;57.05.01;Not on view
Box;Cartier (French, founded Paris, 1847);Cartier;;<p>Cartier (French, founded Paris, 1847) </p><p>Date: ca. 1925–30<br/>Accession Number: 2021.54.9</p>;"/art/collection/search/751927?&what=Gold&ft=Dragon&offset=300&rpp=100&amp;pos=320";https://images.metmuseum.org/CRDImages/ma/mobile-large/L.2017.27.17 image-2.jpg;ma/web-additional/L.2017.27.17 image-2.jpg;ma/web-large/L.2017.27.17 image-2.jpg;ca. 1925–30;Lacquer, red gemstone, gold and metal;2021.54.09;Not on view
Battle surcoat (jinbaori);;;Japan;<p>Date: 18th century<br/>Accession Number: 2023.286.1</p>;"/art/collection/search/894770?&what=Gold&ft=Dragon&offset=300&rpp=100&amp;pos=321";https://images.metmuseum.org/CRDImages/as/mobile-large/DP-29782-002.jpg;as/web-additional/DP-29782-002.jpg;as/web-large/DP-29782-002.jpg;18th century;"Bear hide with red leather and impressed gold patterns; printed cotton lining";2027.46.01;Not on view
Ceremonial Arrowhead (<i>Yanone</i>);Umetada Motoshige (Japanese, Edo period, died 1675);Umetada Motoshige;Japanese;<p>Umetada Motoshige (Japanese, Edo period, died 1675) </p><p>Date: dated 1645<br/>Accession Number: 32.75.327</p>;"/art/collection/search/23399?&what=Gold&ft=Dragon&offset=300&rpp=100&amp;pos=322";https://images.metmuseum.org/CRDImages/aa/mobile-large/LC-32_75_327-002.jpg;aa/web-additional/LC-32_75_327-002.jpg;aa/web-large/LC-32_75_327-002.jpg;dated 1645;Iron, gold;33.20.27;Not on view
“Butterflies” (Kōchō);Tosa Mitsuyoshi (Japanese, 1539–1613);Tosa Mitsuyoshi;Japan;<p>Tosa Mitsuyoshi (Japanese, 1539–1613) </p><p>Date: 1612<br/>Accession Number: SL.7.2019.10.4</p>;"/art/collection/search/720951?&what=Gold&ft=Dragon&offset=300&rpp=100&amp;pos=323";https://images.metmuseum.org/CRDImages/as/mobile-large/IA-180725_034.jpg;as/web-additional/IA-180725_034.jpg;as/web-large/IA-180725_034.jpg;1612;"From an album of eighty paired paintings and calligraphic texts; ink, color, and gold on paper";SL.7.2019.10.4;Not on view
"Bow Case, Quiver, and Belt (gzhu shubs dang mda&#39; shubs)";;;Tibetan or Mongolian;<p>Date: 15th–17th century<br/>Accession Number: 2003.344a–c</p>;"/art/collection/search/26842?&what=Gold&ft=Dragon&offset=300&rpp=100&amp;pos=324";https://images.metmuseum.org/CRDImages/aa/mobile-large/DP113419.jpg;aa/web-additional/DP113419.jpg;aa/web-large/DP113419.jpg;15th–17th century;Leather, shellac, pigment, wood, iron, gold;2003.344a–c;Not on view
“Butterflies”;Tosa Mitsuyoshi (Japanese, 1539–1613);Tosa Mitsuyoshi;Japan;<p>Tosa Mitsuyoshi (Japanese, 1539–1613) </p><p>Date: late 16th–early 17th century<br/>Accession Number: 2015.300.32</p>;"/art/collection/search/53242?&what=Gold&ft=Dragon&offset=300&rpp=100&amp;pos=325";https://images.metmuseum.org/CRDImages/as/mobile-large/DP362582.jpg;as/web-additional/DP362582.jpg;as/web-large/DP362582.jpg;late 16th–early 17th century;"Six-panel folding screen; ink, color, gold, and gold leaf on paper";2020.00.32;Not on view
Skirt;;;China;<p>Date: 19th century<br/>Accession Number: 30.75.87</p>;"/art/collection/search/68567?&what=Gold&ft=Dragon&offset=300&rpp=100&amp;pos=326";https://images.metmuseum.org/CRDImages/as/mobile-large/78772.jpg;as/web-additional/78772.jpg;as/web-large/78772.jpg;19th century;"Silk;gold / Brocade";31.16.27;Not on view
Skirt;;;China;<p>Date: 18th century<br/>Accession Number: 30.75.91</p>;"/art/collection/search/68571?&what=Gold&ft=Dragon&offset=300&rpp=100&amp;pos=327";https://images.metmuseum.org/CRDImages/as/mobile-large/78691.jpg;as/web-additional/78691.jpg;as/web-large/78691.jpg;18th century;"Silk;gold / Damask; embroidery in split and flat loop stitches, couched";31.16.31;Not on view
"Lay aristocrat&#39;s robe (Chuba)";;;Tibet;<p>Date: 18th century<br/>Accession Number: 1972.131</p>;"/art/collection/search/70534?&what=Gold&ft=Dragon&offset=300&rpp=100&amp;pos=328";https://images.metmuseum.org/CRDImages/as/mobile-large/AR681.jpg;as/web-additional/AR681.jpg;as/web-large/AR681.jpg;18th century;Silk, gold;1974.11.00;Not on view
Two Stirrups;;;Mongolian or Tibetan;<p>Date: 16th–17th century<br/>Accession Number: 2007.181, .182</p>;"/art/collection/search/35963?&what=Gold&ft=Dragon&offset=300&rpp=100&amp;pos=329";https://images.metmuseum.org/CRDImages/aa/mobile-large/DP159901.jpg;aa/web-additional/DP159901.jpg;aa/web-large/DP159901.jpg;16th–17th century;Iron, gold, silver;2007.181, .182;Not on view
Bracelet (Kada), One of a Pair;;;;<p>Date: 19th century<br/>Accession Number: 15.95.33</p>;"/art/collection/search/446732?&what=Gold&ft=Dragon&offset=300&rpp=100&amp;pos=330";https://images.metmuseum.org/CRDImages/is/mobile-large/15_95_33.jpg;is/web-additional/15_95_33.jpg;is/web-large/15_95_33.jpg;19th century;Gold;16.35.33;Not on view
Bracelet (Kada), One of a Pair;;;;<p>Date: 19th century<br/>Accession Number: 15.95.32</p>;"/art/collection/search/446731?&what=Gold&ft=Dragon&offset=300&rpp=100&amp;pos=331";https://images.metmuseum.org/CRDImages/is/mobile-large/15_95_32_1.jpg;is/web-additional/15_95_32_1.jpg;is/web-large/15_95_32_1.jpg;19th century;Gold;16.35.32;Not on view
Sword guard (<i>Tsuba</i>) Depicting Zhūgě Liàng and Guān Yǔ (孔明・関羽図鐔);;;Japanese;<p>Date: mid-19th century<br/>Accession Number: 91.1.814</p>;"/art/collection/search/25738?&what=Gold&ft=Dragon&offset=300&rpp=100&amp;pos=332";https://images.metmuseum.org/CRDImages/aa/mobile-large/91.1.814_001jan2014.jpg;aa/web-additional/91.1.814_001jan2014.jpg;aa/web-large/91.1.814_001jan2014.jpg;mid-19th century;Iron, gold, copper-gold alloy (shakudō);91.14.34;Not on view
Saddle (<i>gser sga</i>);;;Eastern Tibetan or Chinese for the Tibetan market;<p>Date: 17th–18th century<br/>Accession Number: 1997.214.1</p>;"/art/collection/search/26656?&what=Gold&ft=Dragon&offset=300&rpp=100&amp;pos=333";https://images.metmuseum.org/CRDImages/aa/mobile-large/DP113274.jpg;aa/web-additional/DP113274.jpg;aa/web-large/DP113274.jpg;17th–18th century;Iron, gold, silver, wood, leather, textile;2000.34.01;Not on view
Christ Preaching;Russian Painter , ca. 1890;Russian Painter;Russian;<p>Russian Painter , ca. 1890</p><p>Date: ca. 1890<br/>Accession Number: 32.72</p>;"/art/collection/search/209287?&what=Gold&ft=Dragon&offset=300&rpp=100&amp;pos=334";https://images.metmuseum.org/CRDImages/es/mobile-large/SF32_72_img1.jpg;es/web-additional/SF32_72_img1.jpg;es/web-large/SF32_72_img1.jpg;ca. 1890;"Gold, enamel, pearls; oil on wood";33.12.00;Not on view
Cabasset;;;Flemish, possibly Antwerp;<p>Date: ca. 1580–90<br/>Accession Number: 04.3.200</p>;"/art/collection/search/21972?&what=Gold&ft=Dragon&offset=300&rpp=100&amp;pos=335";https://images.metmuseum.org/CRDImages/aa/mobile-large/04.3.200_014AA2015.jpg;aa/web-additional/04.3.200_014AA2015.jpg;aa/web-large/04.3.200_014AA2015.jpg;ca. 1580–90;Steel, gold, copper alloy;04.06.20;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzE3Mjg0LDQwLjc4MDA5MTQ3QGxtQDE0NzgzMDYzMDk1' target='_blank'>Gallery 374</a>
